wiki,title,length,unit,over_threshold
fr.wikipedia.org,Bosnie-Herzégovine,762,words,True
fr.wikipedia.org,Coupe du monde de football 1998,323,words,True
fr.wikipedia.org,Coupe du monde de football 2002,257,words,False
fr.wikipedia.org,Coupe du monde de football 2034,129,words,False
fr.wikipedia.org,José Mourinho,194,words,False
fr.wikipedia.org,Laurent Gamelon,14,words,False
fr.wikipedia.org,Luis Enrique,245,words,False
fr.wikipedia.org,Marc Cucurella,36,words,False
fr.wikipedia.org,Mike Maignan,247,words,False
fr.wikipedia.org,Novak Djokovic,474,words,True
fr.wikipedia.org,Simon Abkarian,25,words,False
fr.wikipedia.org,Simonne Vidal,211,words,False
fr.wikipedia.org,Stade Azteca,83,words,False
fr.wikipedia.org,Statistiques et records de la Coupe du monde de football,21,words,False
fr.wikipedia.org,Tony Parker,362,words,True
fr.wikipedia.org,Zendaya,119,words,False
fr.wikipedia.org,Zlatan Ibrahimović,325,words,True
fr.wikipedia.org,Édouard Mendy,41,words,False
fr.wikipedia.org,États-Unis,748,words,True
fr.wikipedia.org,Antoine Griezmann,397,words,True
fr.wikipedia.org,Ballon d'or,192,words,False
fr.wikipedia.org,Carlo Ancelotti,404,words,True
fr.wikipedia.org,Ester Expósito,28,words,False
fr.wikipedia.org,France Télévisions,137,words,False
fr.wikipedia.org,Google,540,words,True
fr.wikipedia.org,Liste des meilleurs buteurs en équipe de France de football,52,words,False
fr.wikipedia.org,Manu Koné,119,words,False
fr.wikipedia.org,"Obsession (film, 2025)",281,words,False
fr.wikipedia.org,Ronaldinho,499,words,True
fr.wikipedia.org,Ronaldo,385,words,True
fr.wikipedia.org,Thierry Henry,574,words,True
fr.wikipedia.org,Théo Hernandez,235,words,False
fr.wikipedia.org,XXX (film),143,words,False
fr.wikipedia.org,Yvan Colonna,162,words,False
fr.wikipedia.org,Équipe de France de football à la Coupe du monde 1998,213,words,False
fr.wikipedia.org,Équipe de France de football à la Coupe du monde 2018,244,words,False
fr.wikipedia.org,Étienne Klein,111,words,False
fr.wikipedia.org,Changement climatique,698,words,True
fr.wikipedia.org,L'Or bleu (mini-série),79,words,False
fr.wikipedia.org,Angine de poitrine (groupe),167,words,False
fr.wikipedia.org,Bernardo Silva,43,words,False
fr.wikipedia.org,Ciryl Gane,252,words,False
fr.wikipedia.org,Coluche,262,words,False
fr.wikipedia.org,Coupe d'Afrique des nations de football,287,words,False
fr.wikipedia.org,Harry Kane,351,words,True
fr.wikipedia.org,Jaafar Jackson,59,words,False
fr.wikipedia.org,Off Campus,47,words,False
fr.wikipedia.org,Pape Diouf (football),278,words,False
fr.wikipedia.org,Philippe Katerine,312,words,True
fr.wikipedia.org,Roger Federer,1014,words,True
fr.wikipedia.org,Rudi Garcia,282,words,False
fr.wikipedia.org,République démocratique du Congo,521,words,True
fr.wikipedia.org,Sa Majesté des mouches,230,words,False
fr.wikipedia.org,Samuel Umtiti,230,words,False
fr.wikipedia.org,Édouard Geffray,34,words,False
fr.wikipedia.org,Équipe d'Allemagne de football,637,words,True
fr.wikipedia.org,Équipe de Curaçao de football,82,words,False
fr.wikipedia.org,Équipe de France de football à la Coupe du monde 2026,181,words,False
fr.wikipedia.org,Alice Taglioni,122,words,False
fr.wikipedia.org,Andre Agassi,393,words,True
fr.wikipedia.org,Antoni Gaudí,470,words,True
fr.wikipedia.org,Coupe du monde de football 2006,401,words,True
fr.wikipedia.org,Diego Maradona,337,words,True
fr.wikipedia.org,Facebook,251,words,False
fr.wikipedia.org,Fleurance,159,words,False
fr.wikipedia.org,Johan Manzambi,27,words,False
fr.wikipedia.org,Jonathan David,31,words,False
fr.wikipedia.org,La Servante écarlate,267,words,False
de.wikipedia.org,Alexander Zverev,104,words,False
de.wikipedia.org,Cristiano Ronaldo,455,words,True
de.wikipedia.org,Curaçao,158,words,False
de.wikipedia.org,Deniz Undav,271,words,False
de.wikipedia.org,Deutsche Fußballnationalmannschaft,180,words,False
de.wikipedia.org,Elfenbeinküste,178,words,False
de.wikipedia.org,Esther Sedlaczek,12,words,False
de.wikipedia.org,Felix Nmecha,71,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft,114,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2022,466,words,True
de.wikipedia.org,Fußball-Weltmeisterschaft 2026,291,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2030,108,words,False
de.wikipedia.org,Julian Nagelsmann,109,words,False
de.wikipedia.org,Kap Verde,74,words,False
de.wikipedia.org,Lionel Messi,404,words,True
de.wikipedia.org,Liste der größten Auslegerbrücken,47,words,False
de.wikipedia.org,Nathaniel Brown (Fußballspieler),31,words,False
de.wikipedia.org,Antonio Rüdiger,27,words,False
de.wikipedia.org,Axel Schreiber,18,words,False
de.wikipedia.org,Aztekenstadion,166,words,False
de.wikipedia.org,Berti Vogts,131,words,False
de.wikipedia.org,Citizen Vigilante,109,words,False
de.wikipedia.org,Deutschland,664,words,True
de.wikipedia.org,Ecuador,83,words,False
de.wikipedia.org,Erling Haaland,128,words,False
de.wikipedia.org,Fronleichnam,143,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2014,155,words,False
de.wikipedia.org,Jamal Musiala,131,words,False
de.wikipedia.org,Joshua Kimmich,60,words,False
de.wikipedia.org,Leroy Sané,28,words,False
de.wikipedia.org,Michael Jackson,220,words,False
de.wikipedia.org,Oliver Tree,70,words,False
de.wikipedia.org,Paraguay,75,words,False
de.wikipedia.org,Bastian Schweinsteiger,167,words,False
de.wikipedia.org,Demokratische Republik Kongo,401,words,True
de.wikipedia.org,Dick Advocaat,18,words,False
de.wikipedia.org,Eichen-Prozessionsspinner,110,words,False
de.wikipedia.org,FIFA-Weltrangliste,286,words,False
de.wikipedia.org,Fußball-Europameisterschaft 2024,317,words,True
de.wikipedia.org,Fußball-Europameisterschaft 2028,40,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 1994,262,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2006,164,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2014/Deutschland,80,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2018,126,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2026/Deutschland,75,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2034,47,words,False
de.wikipedia.org,Ingeborg Bachmann,309,words,True
de.wikipedia.org,Kai Havertz,182,words,False
de.wikipedia.org,Kylian Mbappé,86,words,False
de.wikipedia.org,Liste der Temperaturrekorde in Deutschland,29,words,False
de.wikipedia.org,Manuel Neuer,229,words,False
de.wikipedia.org,Nadiem Amiri,41,words,False
de.wikipedia.org,Shakira,45,words,False
de.wikipedia.org,Bundestrainer (DFB),262,words,False
de.wikipedia.org,Christoph Kramer,38,words,False
de.wikipedia.org,Daveigh Chase,52,words,False
de.wikipedia.org,Disclosure Day – Der Tag der Wahrheit,43,words,False
de.wikipedia.org,Flavio Cobolli,12,words,False
de.wikipedia.org,Fußball-Europameisterschaft,92,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft/Ewige Tabelle,41,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2010,88,words,False
de.wikipedia.org,Gianni Infantino,46,words,False
de.wikipedia.org,Jonathan Tah,47,words,False
de.wikipedia.org,Kapverdische Inseln,40,words,False
de.wikipedia.org,Nick Woltemade,21,words,False
de.wikipedia.org,Rudi Völler,188,words,False
de.wikipedia.org,Sagrada Família,164,words,False
de.wikipedia.org,Sebastián Beccacece,51,words,False
de.wikipedia.org,Sophia Thomalla,15,words,False
de.wikipedia.org,Steffi Graf,59,words,False
de.wikipedia.org,The Handmaid’s Tale – Der Report der Magd,139,words,False
de.wikipedia.org,Thomas Tuchel,134,words,False
de.wikipedia.org,Varel,32,words,False
de.wikipedia.org,Anne Schedeen,50,words,False
de.wikipedia.org,Backrooms (Film),92,words,False
de.wikipedia.org,Donald Trump,523,words,True
de.wikipedia.org,Elon Musk,152,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2002,149,words,False
de.wikipedia.org,Fußballnationalmannschaft von Curaçao,202,words,False
de.wikipedia.org,Gladiator II,60,words,False
de.wikipedia.org,Jürgen Klinsmann,187,words,False
de.wikipedia.org,Linkin Park,203,words,False
de.wikipedia.org,MetLife Stadium,116,words,False
de.wikipedia.org,Mirra Alexandrowna Andrejewa,20,words,False
de.wikipedia.org,Nastassja Kinski,80,words,False
de.wikipedia.org,Nico Schlotterbeck,24,words,False
de.wikipedia.org,Obsession – Du sollst mich lieben,49,words,False
de.wikipedia.org,Off Campus,55,words,False
de.wikipedia.org,Peter Thiel,135,words,False
de.wikipedia.org,Pornhub,45,words,False
de.wikipedia.org,SoFi Stadium,102,words,False
de.wikipedia.org,ZDF,29,words,False
de.wikipedia.org,Aleksandar Pavlović,28,words,False
de.wikipedia.org,Amelia Dimoldenberg,36,words,False
de.wikipedia.org,ChatGPT,73,words,False
de.wikipedia.org,Friederike Kromp,43,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 1994/Deutschland,14,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2026/Gruppe E,5,words,False
de.wikipedia.org,Jürgen Klopp,135,words,False
de.wikipedia.org,Lamine Yamal,83,words,False
de.wikipedia.org,Lukas Podolski,295,words,False
de.wikipedia.org,Marilyn Monroe,321,words,True
de.wikipedia.org,Marius Borg Høiby,68,words,False
de.wikipedia.org,Miroslav Klose,186,words,False
de.wikipedia.org,Neymar,178,words,False
de.wikipedia.org,Robin Gosens,35,words,False
de.wikipedia.org,Schweiz,483,words,True
de.wikipedia.org,Thomas Müller,137,words,False
de.wikipedia.org,Uwe Boll,35,words,False
de.wikipedia.org,Vereinigte Staaten,844,words,True
de.wikipedia.org,Waldemar Anton,30,words,False
de.wikipedia.org,Zion Suzuki,19,words,False
de.wikipedia.org,Achtsam Morden,79,words,False
de.wikipedia.org,Andre Agassi,124,words,False
de.wikipedia.org,Assan Ouédraogo,37,words,False
de.wikipedia.org,Bodo Illgner,41,words,False
de.wikipedia.org,Carlo Ancelotti,111,words,False
de.wikipedia.org,Dua Lipa,40,words,False
de.wikipedia.org,Florian Wirtz,88,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 1990,142,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 1998,87,words,False
de.wikipedia.org,Helene Fischer,84,words,False
de.wikipedia.org,Lothar Matthäus,457,words,True
de.wikipedia.org,Luigi Pantisano,47,words,False
de.wikipedia.org,Luka Modrić,133,words,False
de.wikipedia.org,Maja Chwalińska,13,words,False
de.wikipedia.org,Mette-Marit von Norwegen,21,words,False
de.wikipedia.org,Michelle (Sängerin),81,words,False
de.wikipedia.org,Mönchsgrasmücke,19,words,False
de.wikipedia.org,Usbekistan,172,words,False
de.wikipedia.org,Venezuela,300,words,False
de.wikipedia.org,Anne Hathaway,18,words,False
de.wikipedia.org,Boris Becker,161,words,False
de.wikipedia.org,Bosnien und Herzegowina,386,words,True
de.wikipedia.org,Diana Maximowna Schnaider,21,words,False
de.wikipedia.org,Diego Maradona,291,words,False
de.wikipedia.org,Emily Armstrong,28,words,False
de.wikipedia.org,Es war einmal in Amerika,268,words,False
de.wikipedia.org,Franz Beckenbauer,334,words,True
de.wikipedia.org,Fußball-WM-Halbfinale Brasilien – Deutschland 2014,105,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft/Rekorde,14,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 1986,173,words,False
de.wikipedia.org,Marcel Bergmann,27,words,False
de.wikipedia.org,Marko Arnautović,20,words,False
de.wikipedia.org,Masters of the Universe (2026),89,words,False
de.wikipedia.org,Murat Yakin,33,words,False
de.wikipedia.org,NRG Stadium,37,words,False
de.wikipedia.org,Per Mertesacker,85,words,False
de.wikipedia.org,Peter Alexander,86,words,False
de.wikipedia.org,Österreich,465,words,True
de.wikipedia.org,ABC-Inseln,79,words,False
de.wikipedia.org,Bärbel Bas,68,words,False
de.wikipedia.org,Christian Streich,156,words,False
de.wikipedia.org,Deutsche Fußballnationalmannschaft/Weltmeisterschaften,217,words,False
de.wikipedia.org,Die Toten Hosen,94,words,False
de.wikipedia.org,Don’t Worry Darling,34,words,False
de.wikipedia.org,French Open,129,words,False
de.wikipedia.org,Friedrich Merz,86,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 1974,110,words,False
de.wikipedia.org,Grand Slam (Tennis),51,words,False
de.wikipedia.org,Kanada,304,words,True
de.wikipedia.org,Liste der IPA-Zeichen,86,words,False
de.wikipedia.org,Lukas Nmecha,24,words,False
de.wikipedia.org,Marjane Satrapi,42,words,False
de.wikipedia.org,Periodensystem,146,words,False
de.wikipedia.org,Romelu Lukaku,28,words,False
de.wikipedia.org,Senegal,388,words,True
de.wikipedia.org,Sex,65,words,False
de.wikipedia.org,Sicherheitsrat der Vereinten Nationen,132,words,False
de.wikipedia.org,Zendaya,112,words,False
de.wikipedia.org,Armie Hammer,16,words,False
de.wikipedia.org,Belmont Cameli,12,words,False
de.wikipedia.org,Böhse Onkelz,85,words,False
de.wikipedia.org,Callum Turner,13,words,False
de.wikipedia.org,Campino,40,words,False
de.wikipedia.org,Chester Bennington,36,words,False
de.wikipedia.org,Curaçao (Likör),85,words,False
de.wikipedia.org,David Alaba,172,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2022/Deutschland,37,words,False
de.wikipedia.org,Gillette Stadium,86,words,False
de.wikipedia.org,Johan Manzambi,21,words,False
de.wikipedia.org,Mord an Henry Nowak,263,words,False
de.wikipedia.org,Ousmane Dembélé,66,words,False
de.wikipedia.org,Papiamentu,48,words,False
de.wikipedia.org,Ronaldinho,390,words,True
de.wikipedia.org,"Ronaldo (Fußballspieler, 1976)",553,words,True
de.wikipedia.org,Sergej Barbarez,116,words,False
de.wikipedia.org,Stuttgart 21,210,words,False
de.wikipedia.org,Tom Schilling,67,words,False
de.wikipedia.org,YouTube,158,words,False
de.wikipedia.org,ARD,94,words,False
de.wikipedia.org,Antoni Gaudí,31,words,False
de.wikipedia.org,Bajrakitiyabha,108,words,False
de.wikipedia.org,Fußball-Europameisterschaft 2021,164,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2026/Curaçao,43,words,False
de.wikipedia.org,Fußball-Weltmeisterschaft 2026/Qualifikation,149,words,False
de.wikipedia.org,Geschlechtsverkehr,57,words,False
de.wikipedia.org,Harry Kane,157,words,False
de.wikipedia.org,Keir Starmer,110,words,False
de.wikipedia.org,Lea Wagner,34,words,False
it.wikipedia.org,Alexander Zverev,89,words,False
it.wikipedia.org,Andrea Kimi Antonelli,169,words,False
it.wikipedia.org,Campionato mondiale di calcio,210,words,False
it.wikipedia.org,Campionato mondiale di calcio 2026,302,words,True
it.wikipedia.org,Cristiano Ronaldo,509,words,True
it.wikipedia.org,Curaçao,148,words,False
it.wikipedia.org,Disclosure Day,40,words,False
it.wikipedia.org,Dua Lipa,251,words,False
it.wikipedia.org,Flavio Cobolli,98,words,False
it.wikipedia.org,Gonçalo Ramos,158,words,False
it.wikipedia.org,Igor Protti,78,words,False
it.wikipedia.org,Lionel Messi,425,words,True
it.wikipedia.org,Marcatori del campionato mondiale di calcio,18,words,False
it.wikipedia.org,Rai,128,words,False
it.wikipedia.org,Roberto Vannacci,166,words,False
it.wikipedia.org,Zerocalcare,67,words,False
it.wikipedia.org,Ruben Amorim,29,words,False
it.wikipedia.org,Backrooms (film),160,words,False
it.wikipedia.org,Callum Turner,47,words,False
it.wikipedia.org,Campionato mondiale di calcio 2014,174,words,False
it.wikipedia.org,Campionato mondiale di calcio 2022,442,words,True
it.wikipedia.org,Capo Verde,71,words,False
it.wikipedia.org,Eugenia Maria Roccella,55,words,False
it.wikipedia.org,Gianni Alemanno,39,words,False
it.wikipedia.org,House of the Dragon,90,words,False
it.wikipedia.org,Jannik Sinner,227,words,False
it.wikipedia.org,Kylian Mbappé,273,words,False
it.wikipedia.org,Matteo Arnaldi,97,words,False
it.wikipedia.org,Michael Jackson,419,words,True
it.wikipedia.org,Obsession (film 2025),13,words,False
it.wikipedia.org,Off Campus,33,words,False
it.wikipedia.org,Oliver Tree,24,words,False
it.wikipedia.org,Patrizia Caselli,20,words,False
it.wikipedia.org,Ronaldinho,211,words,False
it.wikipedia.org,Scelta della nazione organizzatrice della fase finale del campionato mondiale di calcio,44,words,False
it.wikipedia.org,Silvio Baldini,47,words,False
it.wikipedia.org,The Handmaid's Tale (serie televisiva),53,words,False
it.wikipedia.org,Alexander Sørloth,17,words,False
it.wikipedia.org,Carlo Ancelotti,467,words,True
it.wikipedia.org,Classifica mondiale della FIFA,198,words,False
it.wikipedia.org,Deniz Undav,17,words,False
it.wikipedia.org,Due spicci,47,words,False
it.wikipedia.org,Episodi di From (quarta stagione),43,words,False
it.wikipedia.org,Erling Haaland,260,words,False
it.wikipedia.org,Euphoria (serie televisiva),193,words,False
it.wikipedia.org,Festa della Repubblica Italiana,86,words,False
it.wikipedia.org,Gianni Infantino,23,words,False
it.wikipedia.org,Italia,411,words,True
it.wikipedia.org,Lewis Hamilton,239,words,False
it.wikipedia.org,Marjane Satrapi,29,words,False
it.wikipedia.org,Matteo Berrettini,211,words,False
it.wikipedia.org,Money Road,115,words,False
it.wikipedia.org,Nazionale maschile di calcio dell'Italia,320,words,True
it.wikipedia.org,Neymar,364,words,True
it.wikipedia.org,Paola Ferrari,37,words,False
it.wikipedia.org,Paulo Roberto Falcão,93,words,False
it.wikipedia.org,Zion Suzuki,24,words,False
it.wikipedia.org,Anne Hathaway,189,words,False
